C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_27_542.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_27_542.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_27_542.jpg, 0, 0, 0, 7.808359E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_27_647.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_27_647.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_27_647.jpg, 0, 0, 0, 7.838156E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_27_746.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_27_746.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_27_746.jpg, 0, 0, 0, 7.819042E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_27_848.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_27_848.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_27_848.jpg, 0, 0, 0, 7.833147E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_27_948.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_27_948.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_27_948.jpg, 0, 0, 0, 7.819118E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_28_091.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_28_091.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_28_091.jpg, 0, 0, 0, 8.215032E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_28_201.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_28_201.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_28_201.jpg, 0, 0, 0, 7.833242E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_28_300.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_28_300.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_28_300.jpg, 0, 0, 0, 8.153572E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_28_401.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_28_401.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_28_401.jpg, 0, 0, 0, 7.854035E-05
C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\center_2019_04_10_23_58_28_507.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\left_2019_04_10_23_58_28_507.jpg, C:\Users\ANIMESH SARKAR\Desktop\finding-lanes\training_data\IMG\right_2019_04_10_23_58_28_507.jpg, 0, 0, 0, 7.873282E-05
